,location,total_sqft,bath,price,bhk,encoded_loc
3978,Ramagondanahalli,1151.0,2,43.6,2,180
3979,Hulimavu,1320.0,2,59.0,3,97
3980,Others,1450.0,3,68.0,3,168
3981,Poorna Pragna Layout,1270.0,2,50.79,3,174
3982,Devanahalli,1020.0,2,49.87,1,61
3983,Electronic City,2400.0,2,78.0,3,68
3984,Begur Road,1160.0,2,44.0,2,39
3985,Haralur Road,2805.0,4,154.0,4,82
3986,Mysore Road,1360.0,3,47.6,3,155
3987,Brookefield,1089.0,2,49.0,2,49
3988,Yelahanka,1115.0,2,60.0,2,217
3989,Kudlu Gate,1215.0,2,45.0,2,139
3990,Sarjapur  Road,1194.0,2,51.0,2,186
3991,Hennur,1255.0,2,55.5,2,87
3992,Electronic City,1571.0,3,83.0,3,68
3993,Budigere,664.0,1,35.4,1,50
3994, Devarachikkanahalli,1230.0,2,58.0,2,0
3995,Hegde Nagar,1340.0,2,72.0,2,86
3996,Sarjapur,1240.0,2,43.1,2,185
3997,Electronic City,1470.0,2,44.1,3,68
3998,Others,1000.0,2,35.0,2,168
3999,Gunjur,1071.0,2,51.0,2,78
4000,Sector 2 HSR Layout,1512.0,3,80.0,3,188
4001,Kalyan nagar,1190.0,2,60.0,2,114
4002,Pattandur Agrahara,1550.0,2,80.0,3,173
4003,Kanakpura Road,1283.0,2,63.22,2,119
4004,Whitefield,1105.0,2,35.36,2,215
4005,Banaswadi,1600.0,3,74.5,3,32
4006,Kanakpura Road,1150.0,2,41.145,2,119
4007,Hennur,1100.0,2,44.55,2,87
4008,Yelachenahalli,1365.0,2,72.0,3,216
4009,Hosur Road,1250.0,2,55.0,2,96
4010,Chikkalasandra,1290.0,2,56.12,3,56
4011,Bellandur,1170.0,2,46.79,2,40
4012,Electronic City,1350.0,3,66.0,3,68
4013,Electronic City Phase II,1020.0,2,32.0,2,69
4014,Begur Road,1410.0,2,49.34,3,39
4015,TC Palaya,1200.0,2,66.0,3,198
4016,Hennur,1255.0,2,57.5,2,87
4017,Whitefield,1074.0,2,42.79,2,215
4018,Sarjapur,1170.0,2,35.41,3,185
4019,Tumkur Road,1026.5,1,31.315,1,204
4020,Begur Road,952.0,2,42.0,2,39
4021,Electronic City Phase II,1900.0,3,97.0,4,69
4022,Yelenahalli,1175.0,2,50.0,2,219
4023,Bharathi Nagar,1432.0,2,68.0,2,41
4024,Bommasandra Industrial Area,1005.0,2,39.77,2,48
4025,Kanakpura Road,1100.0,3,53.0,3,119
4026,Begur Road,1565.0,2,56.34,3,39
4027,Others,1015.0,2,40.1,2,168
4028,Whitefield,1100.0,2,52.0,2,215
4029,Others,1400.0,3,69.0,3,168
4030,Electronic City,1320.0,2,38.12,3,68
4031,Ananth Nagar,1000.0,2,29.7,2,15
4032,Kalyan nagar,1086.0,2,44.5,2,114
4033,Kengeri,416.0,1,18.0,1,127
4034,Hennur Road,1066.0,2,52.23,2,88
4035,OMBR Layout,1730.0,3,93.0,3,165
4036,Balagere,1205.0,2,63.86,2,26
4037,Haralur Road,1510.0,3,83.05,3,82
4038,Poorna Pragna Layout,1160.0,2,46.39,2,174
4039,Hormavu,1553.0,2,58.23,3,92
4040,Seegehalli,1134.0,2,45.0,2,189
4041,Horamavu Agara,2400.0,3,80.0,5,90
4042,Others,1350.0,2,65.0,2,168
4043,Sarjapur,1032.0,2,42.0,2,185
4044,Murugeshpalya,1225.0,2,48.0,2,154
4045,Sarjapur  Road,1262.0,2,67.0,2,186
4046,Others,1300.0,2,60.0,2,168
4047,Kothannur,1070.0,2,38.6,2,136
4048,Others,950.0,2,33.0,2,168
4049,Balagere,1012.0,2,53.58,2,26
4050,Kadugodi,1394.0,2,56.0,2,109
4051,Horamavu Agara,1000.0,2,46.0,2,90
4052,Kogilu,952.0,2,49.0,2,133
4053,Mysore Road,1410.0,2,64.0,3,155
4054,Chikka Tirupathi,3056.0,5,100.0,4,54
4055,Bisuvanahalli,1075.0,2,31.0,3,45
4056,Hennur,960.0,2,48.0,2,87
4057,Channasandra,808.0,2,40.0,2,53
4058,Kodichikkanahalli,907.0,2,38.5,2,130
4059,Uttarahalli,1300.0,2,55.0,2,206
4060,Others,826.0,2,36.0,2,168
4061,6th Phase JP Nagar,1460.0,2,80.0,2,5
4062,Kothannur,2000.0,4,95.0,4,136
4063,Bhoganhalli,1395.0,2,70.0,3,42
4064,Others,935.0,2,35.0,2,168
4065,Others,1180.0,2,39.0,2,168
4066,Electronic City,1090.0,2,31.48,2,68
4067,Banashankari Stage V,1315.0,2,49.0,3,30
4068,KR Puram,734.0,2,22.0,2,107
4069,Others,2200.0,3,115.0,4,168
4070,Attibele,656.0,2,25.0,2,20
4071,Attibele,400.0,1,11.5,1,20
4072,7th Phase JP Nagar,1174.0,2,47.0,2,6
4073,Budigere,1153.0,2,56.7,2,50
4074,Narayanapura,2400.0,5,85.0,5,162
4075,Marathahalli,957.0,2,47.0,2,150
4076,Sarjapur  Road,1060.0,2,50.0,2,186
4077,Banashankari,1000.0,2,50.0,2,27
4078,Kanakpura Road,1843.0,3,88.0,3,119
4079,Kanakpura Road,1150.0,2,40.25,3,119
4080,Kaval Byrasandra,1125.0,2,41.5,2,125
4081,Battarahalli,1516.0,3,65.0,3,37
4082,Brookefield,1130.0,2,56.0,2,49
4083,Banashankari,1650.0,3,90.75,3,27
4084,Raja Rajeshwari Nagar,1140.0,2,48.7,2,178
4085,Thanisandra,1881.0,3,95.0,3,200
4086,Kanakpura Road,1100.0,3,56.57,3,119
4087,Others,1500.0,2,50.0,2,168
4088,Whitefield,1197.0,2,50.0,2,215
4089,Gollarapalya Hosahalli,1345.0,3,60.0,3,74
4090,Bannerghatta Road,3230.0,5,165.0,4,35
4091,Others,1650.0,3,52.0,3,168
4092,Uttarahalli,1025.0,2,35.88,2,206
4093,Hosa Road,1107.5,1,39.99,1,93
4094,Nagavara,1077.0,2,50.0,2,160
4095,Others,672.0,1,27.0,1,168
4096,Electronics City Phase 1,865.0,2,40.0,2,70
4097,Kalena Agrahara,1000.0,2,33.0,2,113
4098,CV Raman Nagar,1285.0,2,65.0,2,51
4099,Thanisandra,662.0,1,29.0,1,200
4100,Others,1850.0,3,95.0,3,168
4101,Hoskote,1695.0,3,50.0,3,95
4102,Akshaya Nagar,1690.0,3,85.0,3,11
4103,Bhoganhalli,2119.0,4,111.0,4,42
4104,Others,1125.0,2,48.0,2,168
4105,Balagere,645.0,1,34.18,1,26
4106,Rachenahalli,1050.0,2,52.08,2,177
4107,Panathur,1040.0,2,41.6,2,171
4108,Sarjapur  Road,984.0,2,45.91,2,186
4109,Raja Rajeshwari Nagar,1140.0,2,38.65,2,178
4110,Others,1365.0,3,54.0,3,168
4111,Others,560.0,1,19.0,1,168
4112,Vittasandra,1404.0,2,75.0,2,214
4113,Bellandur,1540.0,4,45.0,4,40
4114,Electronic City,1050.0,2,39.0,3,68
4115,Rachenahalli,1550.0,3,72.5,3,177
4116,Parappana Agrahara,1194.0,2,47.0,2,172
4117,Others,1471.0,2,75.0,3,168
4118,Kanakpura Road,700.0,2,35.0,2,119
4119,Kudlu Gate,812.0,2,38.25,2,139
4120,Mahadevpura,1450.0,3,75.0,3,147
4121,Budigere,1820.0,3,85.0,3,50
4122,Varthur Road,1033.0,2,32.0,2,208
4123,Gottigere,1280.0,2,61.0,2,75
4124,Kanakpura Road,1550.0,3,65.1,3,119
4125,Others,1300.0,2,60.0,2,168
4126,Hoskote,1065.0,2,31.5,2,95
4127,Yelahanka New Town,1209.0,2,65.0,3,218
4128,Sarjapur  Road,1929.0,4,101.0,3,186
4129,Jalahalli,1035.0,2,31.05,2,103
4130,Whitefield,1275.0,2,65.0,3,215
4131,Raja Rajeshwari Nagar,1140.0,2,38.55,2,178
4132,Thanisandra,1183.0,2,58.56,2,200
4133,Whitefield,1155.0,2,39.0,2,215
4134,Kengeri,1245.0,2,43.57,3,127
4135,Akshaya Nagar,1000.0,2,38.0,2,11
4136,Others,1477.0,2,75.0,3,168
4137,Sarjapur  Road,1525.0,2,65.0,3,186
4138,Others,1220.0,2,65.0,2,168
4139,Whitefield,1141.0,2,62.0,2,215
4140,Vijayanagar,1046.0,2,49.06,2,211
4141,Pattandur Agrahara,1247.0,2,62.35,2,173
4142,Others,850.0,2,32.5,2,168
4143,KR Puram,1120.0,2,36.0,2,107
4144,Bisuvanahalli,1180.0,2,45.0,3,45
4145,Kereguddadahalli,1000.0,2,34.0,2,129
4146,Bisuvanahalli,1075.0,2,43.0,3,45
4147,Others,1256.0,2,65.0,2,168
4148,Bhoganhalli,1458.0,3,78.45,3,42
4149,Garudachar Palya,1150.0,2,52.5,2,73
4150,Ramamurthy Nagar,1360.0,2,45.0,2,181
4151,Marathahalli,1605.0,3,76.0,3,150
4152,LB Shastri Nagar,1250.0,2,48.5,2,142
4153,Poorna Pragna Layout,1475.0,2,58.99,3,174
4154,Dommasandra,850.0,2,25.4,2,66
4155,Uttarahalli,980.0,2,45.0,2,206
4156,Others,1428.0,2,70.0,3,168
4157,JP Nagar,2050.0,3,82.0,3,101
4158,Whitefield,1585.0,3,84.0,3,215
4159,Others,900.0,2,45.0,2,168
4160,Kanakpura Road,1843.0,3,96.2,3,119
4161,Akshaya Nagar,1113.0,2,52.0,2,11
4162,Uttarahalli,1125.0,2,47.0,2,206
4163,Whitefield,1200.0,3,56.0,3,215
4164,Anekal,1150.0,3,45.0,3,16
4165,Kodichikkanahalli,1181.0,2,57.0,2,130
4166,Kanakpura Road,1550.0,3,64.7,3,119
4167,Raja Rajeshwari Nagar,1295.0,2,55.47,2,178
4168,Talaghattapura,1040.0,2,33.28,2,199
4169,Hennur,1020.0,2,48.0,2,87
4170,Others,812.0,1,26.0,1,168
4171,Vidyaranyapura,1100.0,2,54.0,2,210
4172,Kanakpura Road,1500.0,3,72.99,3,119
4173,Ananth Nagar,850.0,2,25.99,2,15
4174,Kaval Byrasandra,1180.0,2,60.0,2,125
4175,Channasandra,1010.0,2,36.0,2,53
4176,Marathahalli,1350.0,2,60.0,2,150
4177,Talaghattapura,1100.0,2,50.0,2,199
4178,Kanakpura Road,1450.0,2,62.93,3,119
4179,Raja Rajeshwari Nagar,1133.0,2,40.0,2,178
4180,Kanakapura,1460.0,2,51.1,3,118
4181,Rachenahalli,1050.0,2,52.07,2,177
4182,Others,700.0,2,35.0,2,168
4183,TC Palaya,1200.0,3,66.0,3,198
4184,Others,1105.0,2,50.0,2,168
4185,Kogilu,700.0,1,30.84,1,133
4186,Others,1000.0,2,51.0,2,168
4187,Others,1240.0,2,63.0,3,168
4188,Bellandur,1200.0,2,45.0,2,40
4189,Others,1393.0,3,54.0,3,168
4190,Whitefield,1140.0,2,50.0,2,215
4191,Others,1640.0,3,70.0,3,168
4192,Others,1200.0,2,62.0,2,168
4193,Yelenahalli,1650.0,3,68.0,3,219
4194,Nagavara,2496.0,4,125.0,4,160
4195,9th Phase JP Nagar,905.0,2,32.0,2,8
4196,Chikkalasandra,1070.0,2,45.48,2,56
4197,8th Phase JP Nagar,2600.0,4,115.0,4,7
4198,Others,1495.0,3,55.0,3,168
4199,Others,1400.0,3,53.0,3,168
4200,Balagere,1007.0,2,53.0,2,26
4201,Others,1054.0,2,53.0,2,168
4202,Uttarahalli,1135.0,2,39.73,3,206
4203,Gollarapalya Hosahalli,996.0,2,49.0,2,74
4204,Others,1275.0,2,47.0,2,168
4205,Others,1394.0,2,52.0,2,168
4206,Haralur Road,1243.0,2,46.0,2,82
4207,Others,1075.0,2,57.0,2,168
4208,Rayasandra,1708.0,3,76.0,4,182
4209,Harlur,1532.0,2,65.0,2,83
4210,Hosa Road,1726.0,3,81.99,3,93
4211,Others,1220.0,2,54.89,2,168
4212,Chikkalasandra,1100.0,2,50.0,2,56
4213,Hosa Road,840.0,2,28.0,2,93
4214,Bommanahalli,1250.0,4,39.0,3,46
4215,CV Raman Nagar,1030.0,2,35.0,2,51
4216,Others,1280.0,2,55.0,3,168
4217,Munnekollal,1170.0,2,59.0,2,153
4218,Chikka Tirupathi,2646.0,3,99.0,3,54
4219,Others,1161.0,2,36.69,2,168
4220,Yelahanka,1633.0,2,72.0,2,217
4221,Raja Rajeshwari Nagar,1510.0,2,55.0,3,178
4222,Chikkalasandra,1390.0,2,60.47,3,56
4223,Others,2736.0,4,130.0,4,168
4224,Others,1056.0,2,55.0,2,168
4225,Kanakpura Road,1425.0,2,49.88,3,119
4226,Electronics City Phase 1,1450.0,3,70.0,3,70
4227,Pai Layout,1000.0,2,34.0,2,170
4228,Uttarahalli,1350.0,2,47.24,3,206
4229,Others,1770.0,3,90.0,3,168
4230,JP Nagar,745.0,1,34.27,1,101
4231,Others,1152.0,2,57.0,2,168
4232,Dodda Nekkundi,1100.0,2,46.75,2,62
4233,Akshaya Nagar,1820.0,4,95.0,3,11
4234,Kanakpura Road,1240.0,2,65.0,2,119
4235,Electronics City Phase 1,1450.0,2,63.51,3,70
4236,Begur Road,1565.0,2,56.0,3,39
4237,Others,1200.0,2,39.0,2,168
4238,Margondanahalli,1100.0,2,55.0,2,151
4239,Others,1350.0,2,65.0,3,168
4240,Hosur Road,660.0,1,23.0,1,96
4241,Kambipura,1083.0,2,48.0,3,115
4242,Mahadevpura,1152.0,2,54.0,2,147
4243,Kenchenahalli,870.0,1,45.0,2,126
4244,Bisuvanahalli,1080.0,2,45.0,3,45
4245,9th Phase JP Nagar,1073.0,2,52.36,2,8
4246,5th Phase JP Nagar,1550.0,3,75.0,3,4
4247,Sarjapur  Road,1577.0,3,65.0,3,186
4248,Kodigehaali,1324.0,3,65.0,3,131
4249,Electronic City,635.0,1,28.0,1,68
4250,8th Phase JP Nagar,1368.0,2,54.71,3,7
4251,Kanakpura Road,1450.0,3,55.0,3,119
4252,Devanahalli,1045.0,2,48.0,2,61
4253,Bhoganhalli,1125.0,2,54.0,2,42
4254,Whitefield,1195.0,2,62.38,2,215
4255,Bommasandra,877.0,2,29.0,2,47
4256,Whitefield,1770.0,4,68.0,3,215
4257,Yelahanka New Town,450.0,1,15.0,1,218
4258,Others,1000.0,2,55.0,2,168
4259,Doddathoguru,1300.0,2,42.0,3,65
4260,Abbigere,985.0,2,40.39,2,10
4261,Others,1045.0,2,42.0,2,168
4262,Others,1250.0,2,62.4,2,168
4263,Others,2400.0,4,130.0,3,168
4264,Haralur Road,1194.0,2,46.0,2,82
4265,Kanakpura Road,1420.0,3,68.0,3,119
4266,Others,1720.0,3,83.0,3,168
4267,Rachenahalli,1530.0,2,74.4,3,177
4268,Anandapura,1200.0,2,66.0,3,14
4269,Kanakapura,1120.0,2,39.2,2,118
4270,Kenchenahalli,1150.0,2,60.0,2,126
4271,Bhoganhalli,1444.0,2,75.97,2,42
4272,Kodichikkanahalli,900.0,2,42.0,2,130
4273,Talaghattapura,1372.0,2,43.9,3,199
4274,Chikka Tirupathi,4500.0,5,150.0,4,54
4275,Bisuvanahalli,1180.0,2,55.5,3,45
4276,Electronic City,1096.0,2,39.0,2,68
4277,2nd Phase Judicial Layout,1350.0,2,47.25,3,2
4278,Vasanthapura,940.0,2,40.0,2,209
4279,Electronic City Phase II,1020.0,2,29.45,2,69
4280,Abbigere,2500.0,6,81.0,6,10
4281,Raja Rajeshwari Nagar,1400.0,2,45.0,2,178
4282,Others,1675.0,3,65.0,3,168
4283,Tumkur Road,708.0,2,32.0,2,204
4284,Channasandra,1123.0,2,36.0,2,53
4285,Talaghattapura,1100.0,2,49.49,2,199
4286,Kengeri Satellite Town,410.0,1,15.0,1,128
4287,Gubbalala,1475.0,2,80.0,2,77
4288,Kengeri Satellite Town,1120.0,2,49.0,2,128
4289,KR Puram,1150.0,2,42.0,2,107
4290,Mahadevpura,1212.0,2,56.9,2,147
4291,Jalahalli East,1150.0,1,34.1,1,104
4292,Others,2562.5,3,91.855,3,168
4293,Raja Rajeshwari Nagar,1110.0,2,52.0,2,178
4294,Electronic City Phase II,1000.0,2,28.88,2,69
4295,Chikka Tirupathi,2704.0,5,105.0,4,54
4296,Bhoganhalli,1205.0,2,64.47,2,42
4297,Ardendale,1650.0,3,82.0,3,18
4298,Electronic City,1150.0,2,38.0,2,68
4299,Dasanapura,2400.0,5,100.0,4,59
4300,Others,850.0,2,34.0,2,168
4301,Raja Rajeshwari Nagar,1580.0,3,83.74,3,178
4302,Hebbal,1040.0,2,55.0,2,84
4303,Others,1260.0,2,49.0,3,168
4304,Kanakpura Road,1498.0,3,74.9,3,119
4305,Vidyaranyapura,1200.0,2,65.0,3,210
4306,Electronic City,1355.0,2,72.9,2,68
4307,Others,1450.0,3,65.0,3,168
4308,Kanakpura Road,1300.0,2,55.0,3,119
4309,Uttarahalli,1250.0,2,50.0,3,206
4310,Others,2100.0,3,70.0,3,168
4311,Ananth Nagar,1470.0,3,54.0,3,15
4312,Hosa Road,1364.0,2,64.79,2,93
4313,Banashankari Stage VI,1180.0,2,59.47,2,31
4314,Kothannur,1350.0,2,42.0,2,136
4315,Doddakallasandra,1072.0,2,42.87,2,64
4316,Others,560.0,1,21.0,1,168
4317,Others,1156.0,2,46.0,2,168
4318,Raja Rajeshwari Nagar,1608.0,3,54.51,3,178
4319,Whitefield,1215.0,2,40.0,2,215
4320,Mallasandra,1565.0,2,69.0,2,148
4321,Jalahalli,1057.0,2,34.71,2,103
4322,Sarjapur,1044.0,2,34.0,2,185
4323,Ramagondanahalli,1635.0,3,61.0,3,180
4324,Others,1140.0,2,56.0,2,168
4325,Electronic City,1150.0,2,35.0,2,68
4326,Thubarahalli,1418.0,2,65.0,3,202
4327,Varthur,1155.0,2,60.0,2,207
4328,NGR Layout,1020.0,2,48.45,2,156
4329,Others,1485.0,3,78.0,3,168
4330,Others,1350.0,2,45.0,1,168
4331,8th Phase JP Nagar,1089.0,2,43.55,2,7
4332,Uttarahalli,1250.0,2,50.0,3,206
4333, Devarachikkanahalli,1705.0,3,75.0,3,0
4334,Bellandur,1830.0,3,90.0,3,40
4335,Electronics City Phase 1,1450.0,3,58.0,3,70
4336,Choodasandra,1220.0,3,56.0,3,57
4337,Raja Rajeshwari Nagar,1640.0,3,86.8,3,178
4338,Others,1488.0,2,65.0,3,168
4339,Chikkalasandra,1265.0,2,53.12,3,56
4340,9th Phase JP Nagar,1719.3,2,88.0,3,8
4341,Kudlu Gate,1464.0,3,56.0,2,139
4342,JP Nagar,1800.0,6,68.0,6,101
4343,Yelahanka,1225.0,2,62.0,2,217
4344,Others,1190.0,2,42.25,2,168
4345,Haralur Road,1243.0,2,46.0,2,82
4346,Hormavu,765.0,2,37.49,2,92
4347,Old Madras Road,1350.0,3,45.9,3,167
4348,Yelahanka New Town,500.0,1,18.0,1,218
4349,Amruthahalli,1200.0,2,55.0,2,13
4350,Electronic City,1165.0,2,33.64,2,68
4351,7th Phase JP Nagar,1400.0,2,57.0,3,6
4352,Kenchenahalli,700.0,1,35.0,1,126
4353,5th Phase JP Nagar,1485.0,2,66.0,3,4
4354,Bisuvanahalli,1075.0,2,47.0,3,45
4355,Others,1050.0,2,43.5,2,168
4356,Others,1800.0,3,53.0,3,168
4357,Electronic City,770.0,1,35.0,2,68
4358,Kudlu,1076.0,2,50.0,2,138
4359,Kengeri,1052.0,2,51.0,2,127
4360,Channasandra,1000.0,2,35.0,2,53
4361,Bommasandra Industrial Area,1000.0,2,28.88,2,48
4362,Others,500.0,1,16.0,1,168
4363,Ramagondanahalli,1251.0,2,53.0,2,180
4364,Others,1140.0,2,49.0,2,168
4365,Old Madras Road,1157.0,2,47.32,2,167
4366,Others,648.0,1,34.0,1,168
4367,Raja Rajeshwari Nagar,1500.0,3,51.04,3,178
4368,Raja Rajeshwari Nagar,1185.0,2,51.15,2,178
4369,Kumaraswami Layout,2400.0,2,125.0,3,140
4370,Uttarahalli,1175.0,2,47.0,2,206
4371,Raja Rajeshwari Nagar,1295.0,2,43.9,2,178
4372,Rachenahalli,1200.0,2,46.5,2,177
4373,Others,1100.0,2,45.0,2,168
4374,Haralur Road,1194.0,2,46.0,2,82
4375,Others,825.0,2,35.0,2,168
4376,Gunjur,1063.0,2,40.0,2,78
4377,Yelahanka,697.0,1,35.0,1,217
4378,Anekal,1200.0,1,36.0,2,16
4379,Bannerghatta Road,2215.0,3,79.465,3,35
4380,Uttarahalli,1360.0,2,47.59,3,206
4381,Doddakallasandra,1010.0,2,40.4,2,64
4382,Yelahanka,1065.0,2,41.38,2,217
4383,Anekal,1200.0,1,36.0,2,16
4384,Hebbal,1315.0,3,65.0,3,84
4385,Haralur Road,1140.0,2,43.0,2,82
4386,Kaggadasapura,960.0,2,45.0,2,110
4387,Others,800.0,1,29.0,2,168
4388,Others,1225.0,2,47.0,2,168
4389,Whitefield,1020.0,2,45.0,2,215
4390,Magadi Road,750.0,2,27.0,2,146
4391,Bommasandra Industrial Area,1020.0,2,29.45,2,48
4392,GM Palaya,1315.0,3,64.0,3,72
4393,Bisuvanahalli,1075.0,2,48.0,3,45
4394,Kengeri Satellite Town,1450.0,2,50.0,3,128
4395,Sarjapur  Road,1929.0,3,103.0,3,186
4396,Gubbalala,1223.0,2,42.81,2,77
4397,Bharathi Nagar,1664.0,3,69.89,3,41
4398,Uttarahalli,1360.0,2,47.59,3,206
4399,Hormavu,1420.0,3,58.0,3,92
4400,Others,1067.0,2,33.99,2,168
4401,Hulimavu,2000.0,4,100.0,4,97
4402,Others,1152.0,2,42.0,2,168
4403,Uttarahalli,1525.0,2,62.82,3,206
4404,Whitefield,935.0,2,32.72,2,215
4405,HBR Layout,1198.0,2,65.0,2,79
4406,Others,1145.0,2,63.0,2,168
4407,Attibele,1000.0,2,42.0,2,20
4408,Anekal,400.0,1,11.5,1,16
4409,Marathahalli,1310.0,3,63.22,3,150
4410,Panathur,1861.0,3,92.0,3,171
4411,Uttarahalli,1265.0,2,65.0,3,206
4412,Raja Rajeshwari Nagar,1279.0,2,53.76,3,178
4413,TC Palaya,1200.0,2,66.0,3,198
4414,Uttarahalli,1590.0,3,57.0,3,206
4415,Kanakpura Road,700.0,2,35.0,2,119
4416,Others,1450.0,3,75.0,3,168
4417,Kanakpura Road,1570.0,3,65.93,3,119
4418,Bisuvanahalli,1075.0,2,37.0,3,45
4419,Varthur,1091.0,2,33.82,2,207
4420,Gottigere,1205.0,2,56.58,2,75
4421,Kengeri,1009.0,2,30.27,2,127
4422,Mysore Road,2265.0,2,83.3,3,155
4423,Uttarahalli,1330.0,2,46.55,3,206
4424,Whitefield,1024.0,2,32.0,2,215
4425,Raja Rajeshwari Nagar,1196.0,2,40.54,2,178
4426,Mico Layout,800.0,1,29.5,1,152
4427,Hebbal,1150.0,2,55.0,2,84
4428,Dasanapura,1286.0,2,68.0,3,59
4429,Prithvi Layout,1352.0,2,72.0,2,175
4430,Bommanahalli,1307.0,2,50.0,2,46
4431,Thanisandra,1670.5,2,55.975,2,200
4432,Whitefield,1600.0,3,69.1,3,215
4433,Yelahanka,682.0,1,36.23,1,217
4434,Vittasandra,1650.0,3,85.5,3,214
4435,Gubbalala,2000.0,4,85.0,4,77
4436,Raja Rajeshwari Nagar,1240.0,2,40.54,2,178
4437,Yelahanka,1023.0,2,52.59,2,217
4438,Jakkur,1875.0,2,71.195,2,102
4439,Bommasandra,1365.0,3,52.81,3,47
4440,Shampura,1187.0,2,42.0,2,190
4441,Choodasandra,1075.0,2,45.0,2,57
4442,Raja Rajeshwari Nagar,1090.0,2,57.0,2,178
4443,Others,1119.0,2,48.5,3,168
4444,Others,1355.0,2,58.25,3,168
4445,Yeshwanthpur,1165.0,2,64.08,2,220
4446,Electronic City,1020.0,2,29.45,2,68
4447,Sarjapur  Road,1797.0,4,95.0,3,186
4448,Whitefield,1205.0,2,58.0,2,215
4449,Others,1095.0,2,55.85,2,168
4450,Kanakpura Road,1450.0,3,65.0,3,119
4451,Hosa Road,1016.0,2,45.0,2,93
4452,Hoodi,3086.0,4,91.915,4,89
4453,Kengeri,1220.0,2,63.0,2,127
4454,Hosur Road,3000.0,4,160.0,4,96
4455,Hormavu,1250.0,2,60.0,2,92
4456,Hennur Road,1297.0,2,49.9,2,88
4457,Chikkalasandra,1224.0,2,45.0,2,56
4458,Electronics City Phase 1,1800.0,3,93.0,3,70
4459,Budigere,1139.0,2,56.5,2,50
4460,2nd Phase Judicial Layout,700.0,2,35.0,2,2
4461,Kengeri,1150.0,1,52.0,1,127
4462,Channasandra,1330.0,2,51.83,3,53
4463,Kodigehaali,965.0,2,38.0,2,131
4464,Others,1464.0,2,56.0,2,168
4465,Bisuvanahalli,1075.0,2,45.0,3,45
4466,Others,1840.0,1,95.0,2,168
4467,Gubbalala,1223.0,3,39.14,3,77
4468,Ramamurthy Nagar,1170.0,2,44.0,2,181
4469,Bellandur,950.0,2,35.0,2,40
4470,Electronic City,865.0,2,40.0,2,68
4471,Others,2400.0,4,89.0,4,168
4472,Hormavu,1206.0,2,40.0,2,92
4473,Mico Layout,1250.0,2,44.0,3,152
4474,Banashankari,600.0,1,27.0,2,27
4475,Kalena Agrahara,1902.0,3,89.0,3,113
4476,Others,1639.0,3,77.89,3,168
4477,Bannerghatta Road,1535.0,3,60.0,3,35
4478,7th Phase JP Nagar,1370.0,2,54.79,3,6
4479,Bannerghatta Road,1655.0,3,90.0,3,35
4480,Vidyaranyapura,1200.0,2,52.0,2,210
4481,Horamavu Banaswadi,1610.0,3,68.0,3,91
4482,TC Palaya,1200.0,2,66.0,3,198
4483,Vishwapriya Layout,770.0,2,30.0,2,213
4484,Hormavu,965.0,2,37.15,2,92
4485,Whitefield,1740.0,3,95.0,3,215
4486,Electronic City Phase II,1310.0,2,37.84,3,69
4487,JP Nagar,1450.0,2,55.0,3,101
4488,Hennur Road,1153.0,2,43.0,2,88
4489,Marathahalli,1285.0,2,55.0,2,150
4490,Haralur Road,1194.0,2,47.0,2,82
4491,Whitefield,1200.0,3,56.72,3,215
4492,Hormavu,846.5,1,28.275,1,92
4493,Others,1294.0,2,52.0,3,168
4494,Others,1095.0,2,45.0,2,168
4495,HSR Layout,1145.0,2,46.0,2,81
4496,Electronics City Phase 1,1314.0,2,60.0,2,70
4497,Others,1040.0,2,36.84,2,168
4498,Others,1325.0,2,47.0,3,168
4499,Hormavu,1129.0,2,44.0,2,92
4500,Balagere,1113.0,1,42.295,1,26
4501,Hebbal,1075.0,2,52.0,2,84
4502,Others,1108.0,2,48.0,2,168
4503,Ananth Nagar,810.0,2,25.5,2,15
4504,Babusapalaya,1100.0,2,38.0,2,24
4505,Kanakpura Road,1452.0,3,54.2,3,119
4506,Kothanur,1141.0,2,54.0,2,137
4507,Others,1464.0,3,56.0,3,168
4508,Others,1500.0,3,67.49,3,168
4509,Anekal,456.0,1,15.0,1,16
4510,Horamavu Agara,760.0,2,37.49,2,90
4511,Electronic City,800.0,2,32.0,2,68
4512,Kaggadasapura,775.0,2,29.5,2,110
4513,Sarjapur  Road,1145.0,2,49.5,2,186
4514,Others,1060.0,2,42.5,2,168
4515,Yelahanka New Town,1420.0,2,75.0,3,218
4516,Hoodi,1111.0,2,49.43,2,89
4517,Begur Road,1200.0,2,42.0,2,39
4518,Bannerghatta Road,1247.0,2,47.39,2,35
4519,Devanahalli,1550.0,3,85.0,3,61
4520,Electronic City,970.0,2,34.0,2,68
4521,7th Phase JP Nagar,1463.0,2,61.45,3,6
4522,Kaggadasapura,1250.0,2,47.0,3,110
4523,Whitefield,1030.0,2,44.0,2,215
4524,Others,1420.0,3,70.0,3,168
4525,Horamavu Banaswadi,1210.0,2,50.0,2,91
4526,Others,1398.0,3,51.0,3,168
4527,Hennur,1255.0,2,52.32,2,87
4528,Babusapalaya,1213.0,2,36.37,3,24
4529,Raja Rajeshwari Nagar,1240.0,2,42.04,2,178
4530,Thanisandra,1100.0,2,42.0,2,200
4531,Sarjapur  Road,534.0,1,19.65,1,186
